1437150378918,1094,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54553,48
1437150380021,17,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54529,2
1437150380042,15,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54583,2
1437150380060,15,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54596,1
1437150380077,14,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54684,2
1437150380093,15,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54657,2
1437150380110,14,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54568,2
1437150380127,15,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54559,2
1437150380144,14,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54601,2
1437150380161,14,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54518,2
1437150380178,15,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54626,2
1437150380195,14,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54643,2
1437150380211,14,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54571,2
1437150380228,13,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54605,2
1437150380245,15,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54601,2
1437150380261,14,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54639,2
1437150380278,14,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54562,1
1437150380294,18,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54614,2
1437150380314,13,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54604,2
1437150380328,13,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54616,1
1437150380342,13,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54564,2
1437150380357,13,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54606,2
1437150380371,13,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54659,2
1437150380385,13,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54620,1
1437150380399,12,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54519,2
1437150380413,13,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54656,1
1437150380427,12,HomeInteraction,200,OK,HomeInteractionUsers 1-1,text,true,54676,1
