Elapsed time;/;/?SHOPPING_ID;/best-sellers;/buy-confirm;/buy?RETURNING_FLAG=N;/buy?RETURNING_FLAG=Y;/customer-registration?SHOPPING_ID=;/new-products;/order-inquiry;/product-detail;/search;/search?C_ID;/search?searchField=&keyword=&C_ID=;/shopping-cart?ADD_FLAG=N;/shopping-cart?I_ID=&QTY=1&ADD_FLAG=Y
18:54:46,0;575.0;;574.6666666666666;;;;;497.0;;328.0;43.0;;40.333333333333336;;
18:54:46,500;447.0;50.0;594.3333333333334;;;;;;;323.5;43.666666666666664;;;;
18:54:47,0;490.6666666666667;;;;;;;415.0;;308.5;45.0;36.0;31.0;;
18:54:47,500;;42.0;516.5;;;;;;26.0;281.0;;;32.5;;
18:54:48,0;496.5;49.0;;;52.0;;;401.0;;280.5;;50.0;61.0;;
18:54:48,500;492.75;74.0;;;;;;419.0;;306.25;43.0;73.0;35.0;;
18:54:49,0;453.0;;;;58.0;;;;;;28.0;;43.5;;
18:54:49,500;480.0;43.0;487.5;;;;;;;261.5;;59.0;48.5;;
18:54:50,0;520.0;;594.0;;;;;421.5;;289.0;;35.0;60.0;;
18:54:50,500;411.0;;;;;;;351.0;;259.6666666666667;;73.0;58.0;;
18:54:51,0;452.5;;;;;;;378.0;;270.0;37.0;30.0;46.0;;
18:54:51,500;508.0;85.0;584.0;;;;;441.5;;321.5;36.0;;;;
18:54:52,0;473.0;;584.0;;;;;;;266.0;47.0;29.0;55.5;;
18:54:52,500;495.0;;517.0;;;;;;;301.0;61.5;37.0;;;
18:54:53,0;534.0;;;;;;;;67.0;331.3333333333333;46.0;34.5;47.0;;69.0
18:54:53,500;493.6666666666667;36.5;;;;;;;;281.0;30.0;29.0;30.0;;37.0
18:54:54,0;535.0;;562.0;;;;;;46.0;290.0;;60.0;69.75;;
18:54:54,500;497.0;33.0;498.3333333333333;;;;;399.0;;;31.5;68.0;;;
18:54:55,0;519.0;;;;;;;389.0;;295.3333333333333;53.0;96.0;60.0;;
18:54:55,500;487.0;59.0;;;;;;417.0;;;32.0;35.0;34.0;;
18:54:56,0;605.0;;651.0;;;;;537.0;;547.0;59.0;76.0;;;
18:54:56,500;612.0;;600.0;;;;;;;286.0;;;69.0;;
18:54:57,0;601.25;;548.0;;;;;537.0;;377.0;75.0;49.0;;;38.0
18:54:57,500;560.3333333333334;;;;28.0;;;428.3333333333333;;303.0;28.0;;40.0;;
18:54:58,0;486.0;;538.0;;;;;437.0;26.0;306.0;31.0;;78.0;;
18:54:58,500;465.0;35.0;;;;;;351.0;;293.5;40.0;44.0;44.0;;
18:54:59,0;490.0;;543.0;;;;;390.0;;280.0;42.0;34.0;;;
18:54:59,500;549.0;;599.5;;;;;;;;;;44.0;;
18:55:00,0;522.0;;597.5;;;;;428.0;;355.0;60.0;52.0;35.0;;47.0
18:55:00,500;;40.0;;;;;;;;287.4;45.666666666666664;;33.0;369.0;
